Vrijeme,Vlažnost (%),Temperatura (°C),Tlak (hPa),Prosječna Vlažnost (%),Prosječna Temperatura (°C),Prosječni Tlak (hPa),Napon (V),Brzina vjetra (m/s)
03:54:34,90.9,13.6,1008.25,,,,0.37,0.0
03:59:34,88.1,13.6,1008.08,90.55,13.48,1008.13,0.4,0.0
04:04:34,90.3,13.6,1008.09,,,,0.37,0.0
04:09:35,91.1,13.4,1008.02,,,,0.38,0.0
04:14:35,91.2,13.4,1008.01,90.7,13.48,1008.08,0.39,0.0
04:19:35,90.6,13.5,1008.09,,,,0.38,0.0
04:24:35,90.9,13.4,1008.02,,,,0.39,0.0
04:29:35,91.2,13.3,1007.94,90.6,13.47,1008.08,0.38,0.0
04:34:35,91.3,13.4,1007.72,,,,0.38,0.0
04:39:36,90.6,13.4,1007.76,,,,0.39,0.0
04:44:36,91.3,13.5,1007.68,,,,0.38,0.0
04:49:36,91.0,13.6,1007.55,90.95,13.45,1007.94,0.37,0.0
04:54:36,89.7,13.4,1007.44,,,,0.37,0.0
04:59:36,88.8,13.6,1007.47,,,,0.37,0.0
05:04:37,90.1,13.6,1007.49,90.55,13.47,1007.72,0.36,0.0
05:09:37,90.6,13.5,1007.42,,,,0.37,0.0
05:14:37,90.5,13.5,1007.3,,,,0.38,0.0
05:19:37,90.9,13.5,1007.31,90.48,13.5,1007.51,0.39,0.0
05:24:37,91.1,13.4,1007.35,,,,0.39,0.0
05:29:38,91.2,13.4,1007.32,,,,0.38,0.0
05:34:38,91.6,13.4,1007.35,,,,0.37,0.0
05:39:38,91.9,13.3,1007.35,90.64,13.46,1007.4,0.37,0.0
05:44:38,92.3,13.2,1007.39,,,,0.38,0.0
05:49:38,91.7,13.3,1007.3,,,,0.38,0.0
05:54:39,91.7,13.2,1007.3,91.35,13.37,1007.34,0.39,0.0
05:59:39,91.8,13.2,1007.27,,,,0.36,0.0
06:04:39,91.9,13.2,1007.31,,,,0.39,0.0
06:09:39,92.1,13.1,1007.32,91.73,13.27,1007.33,0.36,0.0
06:14:39,92.2,13.1,1007.16,,,,0.35,0.0
06:19:40,91.7,13.3,1007.15,,,,0.38,0.0
06:24:40,91.7,13.2,1007.16,,,,0.36,0.0
06:29:40,91.7,13.3,1007.27,91.88,13.21,1007.27,0.39,0.0
06:34:40,91.5,13.3,1007.2,,,,0.38,0.0
06:39:40,91.6,13.3,1007.1,,,,0.42,0.3
06:44:41,91.5,13.3,1007.25,91.77,13.23,1007.22,0.39,0.0
06:49:41,92.1,13.3,1007.08,,,,0.38,0.0
06:54:41,92.1,13.4,1007.02,,,,0.38,0.0
06:59:41,91.9,13.3,1007.05,91.8,13.28,1007.14,0.38,0.0
07:04:41,92.0,13.4,1007.1,,,,0.37,0.0
07:09:42,91.3,13.4,1007.07,,,,0.37,0.0
07:14:42,91.5,13.4,1007.21,,,,0.35,0.0
07:19:42,91.6,13.4,1007.17,91.71,13.35,1007.14,0.39,0.0
07:24:42,91.3,13.5,1007.2,,,,0.37,0.0
07:29:42,91.0,13.6,1007.28,,,,0.39,0.0
07:34:43,91.9,13.6,1007.23,91.67,13.43,1007.14,0.39,0.0
07:39:43,92.0,13.6,1007.21,,,,0.37,0.0
07:44:43,92.0,13.7,1007.23,,,,0.37,0.0
07:49:43,91.9,13.8,1007.25,91.65,13.54,1007.2,0.36,0.0
07:54:43,91.9,14.0,1007.1,,,,0.39,0.0
07:59:44,91.2,14.2,1007.06,,,,0.37,0.0
08:04:44,91.3,14.3,1007.11,,,,0.38,0.0
08:09:44,91.6,14.4,1007.0,91.61,13.87,1007.18,0.39,0.0
08:14:44,90.8,14.6,1007.02,,,,0.38,0.0
08:19:44,90.5,14.7,1007.08,,,,0.39,0.0
08:24:45,91.1,14.6,1007.09,91.43,14.19,1007.12,0.38,0.0
08:29:45,91.3,14.5,1007.01,,,,0.39,0.0
08:34:45,91.2,14.7,1007.04,,,,0.38,0.0
08:39:45,90.8,14.8,1007.09,91.17,14.48,1007.06,0.36,0.0
08:44:45,91.3,15.0,1007.13,,,,0.37,0.0
08:49:46,90.6,15.1,1007.03,,,,0.4,0.0
08:54:46,90.0,15.2,1006.9,,,,0.38,0.0
08:59:46,90.3,15.5,1006.91,90.79,14.87,1007.04,0.38,0.0
09:04:46,90.9,15.5,1006.9,,,,0.38,0.0
09:09:46,90.7,15.5,1006.91,,,,0.38,0.0
09:14:47,90.4,15.5,1006.97,90.75,15.13,1006.99,0.37,0.0
09:19:47,89.6,15.8,1006.9,,,,0.37,0.0
09:24:47,90.2,15.8,1006.98,,,,0.38,0.0
09:29:47,90.3,15.8,1007.01,90.43,15.47,1006.96,0.38,0.0
09:34:47,88.7,15.9,1007.06,,,,0.38,0.0
09:39:48,90.5,15.9,1007.05,,,,0.39,0.0
09:44:48,87.7,16.0,1007.0,,,,0.37,0.0
09:49:48,88.4,16.1,1007.08,89.74,15.78,1006.97,0.36,0.0
09:54:48,90.2,16.2,1007.02,,,,0.39,0.0
09:59:48,90.7,16.2,1007.03,,,,0.38,0.0
10:04:49,90.0,16.3,1007.07,89.63,16.0,1007.02,0.38,0.0
10:09:49,90.1,16.3,1007.21,,,,0.32,0.0
10:14:49,90.4,16.5,1006.98,,,,0.37,0.0
10:19:49,90.5,16.4,1007.08,89.72,16.18,1007.06,0.36,0.0
10:24:49,90.4,16.4,1007.17,,,,0.39,0.0
10:29:50,90.6,16.4,1007.25,,,,0.39,0.0
10:34:50,90.2,16.4,1007.33,,,,0.4,0.0
10:39:50,89.8,16.5,1007.21,90.29,16.36,1007.12,0.37,0.0
10:44:50,89.9,16.6,1007.28,,,,0.35,0.0
10:49:51,89.0,16.6,1007.38,,,,0.38,0.0
10:54:51,90.0,16.8,1007.36,90.09,16.49,1007.23,0.39,0.0
10:59:51,90.0,17.0,1007.21,,,,0.38,0.0
11:04:51,87.1,17.1,1007.32,,,,0.39,0.0
11:09:51,86.7,17.3,1007.26,89.37,16.71,1007.28,0.37,0.0
11:14:52,84.7,17.7,1007.36,,,,0.39,0.0
11:19:52,83.2,17.8,1007.42,,,,0.37,0.0
11:24:52,83.1,17.8,1007.45,,,,0.35,0.0
11:29:52,82.2,17.8,1007.34,86.59,17.25,1007.33,0.4,0.0
11:34:52,78.4,17.9,1007.31,,,,0.32,0.0
11:39:53,79.0,18.0,1007.32,,,,0.37,0.0
11:44:53,79.8,18.3,1007.16,83.42,17.67,1007.31,0.37,0.0
11:49:53,75.6,18.3,1007.25,,,,0.36,0.0
11:54:53,75.3,18.1,1007.23,,,,0.38,0.0
11:59:54,77.8,18.5,1007.19,79.91,18.02,1007.3,0.37,0.0
12:04:54,73.0,18.8,1007.19,,,,0.37,0.0
12:09:54,68.0,19.0,1007.2,,,,0.37,0.0
12:14:54,70.4,18.9,1007.12,,,,0.38,0.0
12:19:54,69.1,19.2,1007.13,74.64,18.5,1007.23,0.36,0.0
12:24:55,70.3,19.4,1007.15,,,,0.37,0.0
12:29:55,68.6,19.6,1007.09,,,,0.36,0.0
12:34:55,66.9,19.6,1007.11,71.5,18.94,1007.17,0.38,0.0
12:39:55,68.3,19.6,1007.14,,,,0.37,0.0
12:44:56,65.6,19.5,1007.07,,,,0.37,0.0
12:49:56,68.2,19.4,1007.07,68.84,19.3,1007.13,0.37,0.0
12:54:56,65.7,19.4,1007.26,,,,0.36,0.0
12:59:56,70.8,19.5,1007.21,,,,0.38,0.0
13:04:56,69.0,19.4,1007.17,,,,0.36,0.0
13:09:57,67.0,19.4,1007.01,68.04,19.48,1007.14,0.39,0.0
13:14:57,66.7,19.4,1007.04,,,,0.38,0.0
13:19:57,67.4,19.5,1006.95,,,,0.39,0.0
13:24:57,66.4,19.7,1006.89,67.51,19.48,1007.08,0.38,0.0
13:29:58,65.9,19.5,1006.9,,,,0.39,0.0
13:34:58,65.2,19.5,1006.91,,,,0.37,0.0
13:39:58,65.7,19.4,1007.07,66.98,19.47,1007.04,0.37,0.0
13:44:58,66.2,19.3,1007.07,,,,0.38,0.0
13:49:58,66.0,19.3,1007.02,,,,0.38,0.0
13:54:59,65.1,19.4,1006.97,,,,0.36,0.0
13:59:59,65.1,19.3,1006.93,65.97,19.43,1006.98,0.37,0.0
14:04:59,66.1,19.2,1006.87,,,,0.4,0.0
14:09:59,67.3,19.1,1006.9,,,,0.38,0.0
14:14:59,67.4,19.0,1006.91,66.0,19.3,1006.96,0.38,0.0
14:20:00,68.0,19.0,1006.87,,,,0.39,0.0
14:25:00,67.5,18.8,1006.92,,,,0.36,0.0
14:30:00,67.3,18.7,1006.96,66.6,19.11,1006.94,0.38,0.0
14:35:00,67.2,18.5,1007.05,,,,0.36,0.0
14:40:01,69.9,18.6,1007.08,,,,0.39,0.0
14:45:01,69.8,18.6,1007.17,,,,0.39,0.0
14:50:01,70.1,18.5,1007.11,68.06,18.8,1006.97,0.37,0.0
14:55:01,68.6,18.7,1007.07,,,,0.37,0.0
15:00:01,66.7,18.8,1007.03,,,,0.37,0.0
15:05:02,66.3,18.9,1006.89,68.14,18.71,1007.01,0.39,0.0
15:10:02,65.2,19.0,1006.86,,,,0.38,0.0
15:15:02,65.1,19.0,1006.85,,,,0.37,0.0
15:20:02,65.5,18.9,1006.77,67.44,18.75,1006.99,0.39,0.0
15:25:03,64.8,19.2,1006.82,,,,0.36,0.0
15:30:03,65.5,19.3,1006.73,,,,0.37,0.0
15:35:03,64.1,19.3,1006.84,,,,0.38,0.0
15:40:03,65.2,19.2,1006.91,65.7,19.03,1006.9,0.38,0.0
15:45:03,68.9,19.4,1006.98,,,,0.36,0.0
15:50:04,68.7,19.5,1006.99,,,,0.37,0.0
15:55:04,68.6,19.6,1007.2,66.16,19.24,1006.9,0.36,0.0
16:00:04,68.2,19.3,1007.28,,,,0.38,0.0
16:05:04,68.8,19.2,1007.29,,,,0.38,0.0
16:10:04,66.6,19.4,1007.22,66.94,19.34,1007.03,0.36,0.0
16:15:05,68.4,19.4,1007.2,,,,0.39,0.0
16:20:05,67.9,19.4,1007.13,,,,0.38,0.0
16:25:05,66.4,19.5,1007.19,,,,0.37,0.0
16:30:05,66.4,19.5,1007.25,67.89,19.42,1007.14,0.37,0.0
16:35:06,67.4,19.4,1007.32,,,,0.36,0.0
16:40:06,66.6,19.4,1007.42,,,,0.38,0.0
16:45:06,66.6,19.4,1007.47,67.33,19.39,1007.28,0.36,0.0
16:50:06,67.4,19.2,1007.3,,,,0.36,0.0
16:55:06,67.6,19.1,1007.47,,,,0.37,0.0
17:00:07,67.9,19.2,1007.45,67.26,19.35,1007.32,0.37,0.0
17:05:07,70.9,19.4,1007.51,,,,0.37,0.0
17:10:07,70.5,19.5,1007.44,,,,0.4,0.0
17:15:07,71.1,19.6,1007.53,,,,0.4,0.0
17:20:08,70.7,19.6,1007.65,68.67,19.38,1007.42,0.36,0.0
17:25:08,69.0,19.6,1007.76,,,,0.37,0.0
17:30:08,68.3,19.4,1007.82,,,,0.38,0.0
17:35:08,71.3,19.3,1007.99,69.47,19.39,1007.59,0.38,0.0
17:40:08,70.0,19.1,1007.95,,,,0.36,0.0
17:45:09,71.1,19.1,1007.87,,,,0.38,0.0
17:50:09,70.4,19.1,1007.91,70.33,19.37,1007.74,0.37,0.0
17:55:09,71.6,19.0,1008.09,,,,0.39,0.0
18:00:09,71.8,19.0,1008.21,,,,0.36,0.0
18:05:10,73.0,19.0,1008.26,,,,0.36,0.0
18:10:10,69.3,18.9,1008.3,70.58,19.15,1007.95,0.4,0.0
18:15:10,64.7,18.8,1008.3,,,,0.41,0.11
18:20:10,60.4,18.8,1008.27,,,,0.37,0.0
18:25:10,60.2,18.7,1008.34,68.25,18.95,1008.15,0.38,0.0
18:30:11,60.1,18.6,1008.38,,,,0.38,0.0
18:35:11,54.4,18.7,1008.46,,,,0.37,0.0
18:40:11,54.4,18.7,1008.38,63.99,18.82,1008.3,0.41,0.2
18:45:11,56.2,18.6,1008.4,,,,0.39,0.0
18:50:11,57.6,18.2,1008.47,,,,0.37,0.0
18:55:12,58.0,18.1,1008.48,,,,0.37,0.0
19:00:12,57.8,17.9,1008.6,58.38,18.51,1008.38,0.37,0.0
19:05:12,58.3,17.8,1008.55,,,,0.38,0.0
19:10:12,58.6,17.6,1008.6,,,,0.35,0.0
19:15:13,58.6,17.5,1008.8,57.4,18.17,1008.51,0.38,0.0
19:20:13,59.1,17.4,1008.93,,,,0.37,0.0
19:25:13,59.4,17.3,1009.03,,,,0.4,0.01
19:30:13,59.1,17.2,1009.09,58.27,17.76,1008.7,0.39,0.0
19:35:13,59.9,17.2,1009.12,,,,0.39,0.0
19:40:14,59.8,17.1,1009.17,,,,0.36,0.0
19:45:14,60.6,17.1,1009.29,,,,0.36,0.0
19:50:14,60.2,17.1,1009.46,59.36,17.33,1008.92,0.38,0.0
19:55:14,59.7,17.1,1009.47,,,,0.35,0.0
20:00:14,61.0,17.0,1009.52,,,,0.38,0.0
20:05:15,60.8,16.9,1009.55,59.96,17.14,1009.26,0.36,0.0
20:10:15,60.8,16.9,1009.52,,,,0.39,0.0
20:15:15,61.0,16.8,1009.6,,,,0.38,0.0
20:20:15,61.1,16.7,1009.71,60.49,16.99,1009.44,0.37,0.0
20:25:15,60.7,16.7,1009.71,,,,0.4,0.0
20:30:16,60.7,16.6,1009.78,,,,0.4,0.0
20:35:16,60.8,16.6,1009.93,,,,0.39,0.0
20:40:16,60.9,16.6,1009.84,60.75,16.79,1009.63,0.37,0.0
20:45:16,61.3,16.5,1009.88,,,,0.39,0.0
20:50:16,60.5,16.5,1009.87,,,,0.39,0.0
20:55:17,60.5,16.5,1009.86,60.83,16.64,1009.77,0.37,0.0
21:00:17,60.2,16.6,1010.0,,,,0.37,0.0
21:05:17,59.4,16.8,1009.8,,,,0.42,0.5
21:10:17,58.8,16.7,1009.77,60.38,16.61,1009.84,0.39,0.0
21:15:18,60.1,16.7,1009.81,,,,0.36,0.0
21:20:18,59.9,16.7,1009.82,,,,0.38,0.0
21:25:18,60.4,16.6,1009.87,,,,0.37,0.0
21:30:18,60.9,16.6,1009.83,60.2,16.62,1009.85,0.36,0.0
21:35:18,60.3,16.5,1009.89,,,,0.38,0.0
21:40:19,59.0,16.5,1009.86,,,,0.37,0.0
21:45:19,60.0,16.5,1009.97,59.9,16.62,1009.86,0.37,0.0
21:50:19,60.6,16.4,1009.86,,,,0.38,0.0
21:55:19,59.7,16.3,1009.9,,,,0.37,0.0
22:00:19,60.7,16.3,1009.93,60.16,16.51,1009.87,0.37,0.0
22:05:20,61.2,16.1,1009.98,,,,0.39,0.0
22:10:20,61.4,16.0,1010.0,,,,0.37,0.0
22:15:20,61.9,15.9,1010.06,,,,0.38,0.0
22:20:20,62.0,15.9,1010.05,60.68,16.24,1009.93,0.37,0.0
22:25:20,62.0,15.9,1010.04,,,,0.35,0.0
22:30:21,61.4,15.9,1010.01,,,,0.36,0.0
22:35:21,61.9,15.8,1009.9,61.28,16.05,1009.97,0.38,0.0
22:40:21,61.5,15.8,1009.95,,,,0.37,0.0
22:45:21,60.9,15.8,1009.91,,,,0.38,0.0
22:50:21,61.3,15.7,1009.93,61.55,15.88,1009.98,0.36,0.0
22:55:22,60.5,15.8,1010.0,,,,0.38,0.0
23:00:22,60.2,15.9,1010.09,,,,0.39,0.0
23:05:22,62.9,15.7,1009.99,,,,0.37,0.0
23:10:22,64.0,15.6,1009.89,61.66,15.79,1009.99,0.36,0.0
23:15:22,65.9,15.4,1009.91,,,,0.38,0.0
23:20:23,61.8,15.6,1010.01,,,,0.38,0.0
23:25:23,61.9,15.7,1010.04,62.09,15.7,1009.97,0.37,0.0
23:30:23,62.9,15.5,1010.11,,,,0.36,0.0
23:35:23,64.2,15.3,1010.29,,,,0.37,0.0
23:40:23,67.6,14.9,1010.34,63.19,15.54,1010.07,0.37,0.0
23:45:24,70.3,14.5,1010.43,,,,0.37,0.0
23:50:24,72.0,14.3,1010.32,,,,0.37,0.0
23:55:24,71.2,14.2,1010.4,,,,0.38,0.0
00:00:24,70.5,14.2,1010.3,66.83,14.96,1010.17,0.38,0.0
00:05:24,73.6,14.2,1010.36,,,,0.38,0.0
00:10:25,77.2,13.6,1010.34,,,,0.39,0.0
00:15:25,75.6,13.8,1010.3,70.51,14.45,1010.32,0.37,0.0
00:20:25,76.1,13.6,1010.23,,,,0.37,0.0
00:25:25,77.2,13.5,1010.12,,,,0.39,0.0
00:30:25,75.4,13.5,1010.02,73.91,13.94,1010.28,0.39,0.0
00:35:26,74.5,13.8,1010.03,,,,0.36,0.0
00:40:26,79.3,13.1,1010.14,,,,0.39,0.0
00:45:26,79.7,13.1,1010.32,,,,0.39,0.0
00:50:26,79.8,13.0,1010.33,76.84,13.52,1010.22,0.37,0.0
00:55:26,80.5,12.9,1010.19,,,,0.38,0.0
01:00:27,78.7,13.0,1010.11,,,,0.37,0.0
01:05:27,78.6,13.0,1010.16,77.98,13.25,1010.16,0.39,0.0
01:10:27,79.1,13.2,1010.08,,,,0.38,0.0
01:15:27,79.2,13.2,1010.02,,,,0.37,0.0
01:20:27,78.7,13.2,1009.83,78.81,13.15,1010.12,0.38,0.0
01:25:27,79.2,13.2,1009.92,,,,0.36,0.0
01:30:28,78.7,13.3,1009.85,,,,0.37,0.0
01:35:28,77.6,13.3,1009.75,,,,0.36,0.0
01:40:28,78.8,13.1,1009.7,78.91,13.14,1010.02,0.39,0.0
01:45:28,79.0,13.1,1009.73,,,,0.4,0.0
01:50:28,77.3,12.9,1009.73,,,,0.38,0.0
01:55:29,72.6,13.4,1009.72,78.02,13.19,1009.83,0.37,0.0
02:00:29,71.9,13.4,1009.65,,,,0.37,0.0
02:05:29,73.2,13.4,1009.66,,,,0.38,0.0
02:10:29,73.5,13.3,1009.71,76.18,13.24,1009.74,0.37,0.0
02:15:29,68.9,13.5,1009.7,,,,0.36,0.0
02:20:30,68.6,13.6,1009.65,,,,0.38,0.0
02:25:30,72.2,13.5,1009.59,,,,0.36,0.0
02:30:30,71.0,13.3,1009.56,72.82,13.34,1009.68,0.36,0.0
02:35:30,69.1,13.3,1009.57,,,,0.38,0.0
02:40:30,70.8,13.2,1009.54,,,,0.38,0.0
02:45:31,71.3,13.2,1009.65,71.05,13.37,1009.63,0.37,0.0
02:50:31,72.2,13.2,1009.54,,,,0.38,0.0
02:55:31,69.7,13.4,1009.56,,,,0.36,0.0
03:00:31,67.9,13.6,1009.55,70.17,13.38,1009.59,0.38,0.0
03:05:31,68.9,13.6,1009.52,,,,0.38,0.0
03:10:32,65.7,13.8,1009.56,,,,0.38,0.0
03:15:32,63.7,13.9,1009.37,,,,0.32,0.0
03:20:32,63.3,14.1,1009.28,68.26,13.53,1009.54,0.39,0.0
03:25:32,62.7,14.2,1009.21,,,,0.37,0.0
03:30:32,65.4,14.0,1009.31,,,,0.36,0.0
03:35:33,66.6,13.9,1009.31,66.61,13.77,1009.42,0.39,0.0
03:40:33,68.5,13.9,1009.2,,,,0.37,0.0
03:45:33,69.3,13.7,1009.2,,,,0.4,0.0
03:50:33,70.1,13.6,1009.12,66.42,13.87,1009.31,0.38,0.0
03:55:33,70.0,13.6,1009.04,,,,0.4,0.01
04:00:33,70.3,13.4,1009.01,,,,0.38,0.0
04:05:34,70.4,13.5,1009.01,,,,0.34,0.0
04:10:34,70.5,13.5,1009.03,68.38,13.73,1009.17,0.39,0.0
04:15:34,72.8,13.3,1008.92,,,,0.38,0.0
04:20:34,72.7,13.4,1008.86,,,,0.36,0.0
04:25:34,74.9,13.1,1008.83,70.95,13.5,1009.02,0.35,0.0
04:30:35,74.2,13.2,1008.74,,,,0.38,0.0
04:35:35,74.5,13.0,1008.81,,,,0.38,0.0
04:40:35,75.1,13.1,1008.82,72.54,13.31,1008.91,0.38,0.0
04:45:35,75.5,13.0,1008.73,,,,0.38,0.0
04:50:35,76.9,12.9,1008.78,,,,0.37,0.0
04:55:36,77.3,12.8,1008.73,,,,0.38,0.0
05:00:36,74.5,13.0,1008.64,74.84,13.08,1008.83,0.37,0.0
05:05:36,71.9,13.2,1008.55,,,,0.37,0.0
05:10:36,74.0,13.1,1008.56,,,,0.37,0.0
05:15:36,75.0,13.1,1008.55,74.89,13.04,1008.69,0.39,0.0
05:20:37,74.3,13.1,1008.48,,,,0.37,0.0
05:25:37,74.9,13.0,1008.52,,,,0.36,0.0
05:30:37,71.3,13.2,1008.43,74.56,13.04,1008.6,0.37,0.0
05:35:37,68.5,13.6,1008.43,,,,0.39,0.0
05:40:37,71.4,13.5,1008.46,,,,0.38,0.0
05:45:38,73.8,13.4,1008.49,,,,0.37,0.0
05:50:38,72.8,13.4,1008.41,72.79,13.26,1008.51,0.38,0.0
05:55:38,67.4,13.7,1008.35,,,,0.37,0.0
06:00:38,65.6,13.8,1008.38,,,,0.36,0.0
06:05:38,66.2,14.0,1008.34,70.62,13.47,1008.43,0.38,0.0
06:10:38,72.3,13.5,1008.25,,,,0.36,0.0
06:15:39,71.7,13.3,1008.34,,,,0.4,0.01
06:20:39,74.9,13.1,1008.35,70.46,13.53,1008.38,0.37,0.0
06:25:39,74.8,12.9,1008.28,,,,0.37,0.0
06:30:39,74.5,12.9,1008.3,,,,0.38,0.0
06:35:39,75.8,12.9,1008.23,,,,0.4,0.0
06:40:40,76.9,12.7,1008.27,72.01,13.28,1008.32,0.37,0.0
06:45:40,74.1,12.9,1008.23,,,,0.37,0.0
06:50:40,77.8,12.5,1008.25,,,,0.36,0.0
06:55:40,77.5,12.5,1008.26,75.03,12.92,1008.28,0.39,0.0
07:00:40,78.6,12.5,1008.2,,,,0.32,0.0
07:05:41,78.1,12.4,1008.18,,,,0.37,0.0
07:10:41,75.2,12.6,1008.22,76.33,12.68,1008.24,0.39,0.0
07:15:41,75.5,12.7,1008.21,,,,0.36,0.0
07:20:41,78.5,12.4,1008.22,,,,0.37,0.0
07:25:41,75.7,12.7,1008.23,,,,0.37,0.0
07:30:42,77.2,12.6,1008.15,76.82,12.58,1008.23,0.37,0.0
07:35:42,77.6,12.6,1008.23,,,,0.4,0.0
07:40:42,79.4,12.4,1008.27,,,,0.39,0.0
07:45:42,77.3,12.6,1008.17,77.31,12.55,1008.21,0.38,0.0
07:50:42,70.5,13.2,1008.2,,,,0.39,0.0
07:55:42,74.1,13.1,1008.04,,,,0.37,0.0
08:00:43,73.4,13.3,1007.99,75.92,12.76,1008.17,0.36,0.0
08:05:43,71.5,13.6,1008.0,,,,0.39,0.0
08:10:43,74.0,13.8,1008.05,,,,0.35,0.0
08:15:43,73.6,13.7,1007.91,,,,0.38,0.0
08:20:43,75.3,13.8,1007.99,74.67,13.21,1008.1,0.37,0.0
08:25:44,75.7,14.0,1007.97,,,,0.37,0.0
08:30:44,73.9,14.1,1007.94,,,,0.39,0.0
