Vrijeme,Vlažnost (%),Temperatura (°C),Tlak (hPa),Prosječna Vlažnost (%),Prosječna Temperatura (°C),Prosječni Tlak (hPa),Napon (V),Brzina vjetra (m/s)
11:29:17,38.2,37.2,1009.39,,,,0.36,0.0
11:34:17,37.8,37.1,1009.38,,,,0.39,0.0
11:39:17,38.8,36.4,1009.34,38.65,36.66,1009.45,0.38,0.0
11:44:18,37.4,36.5,1009.26,,,,0.41,0.2
11:49:18,39.0,36.4,1009.23,,,,0.38,0.0
11:54:18,37.4,36.7,1009.13,,,,0.37,0.0
11:59:18,38.2,36.2,1009.09,38.42,36.63,1009.36,0.39,0.0
12:04:19,38.5,36.0,1008.97,,,,0.37,0.0
12:09:19,38.4,36.0,1008.93,,,,0.41,0.2
12:14:19,38.4,36.0,1008.9,38.21,36.45,1009.16,0.37,0.0
12:19:19,37.3,35.7,1008.83,,,,0.37,0.0
12:24:20,38.1,35.6,1008.79,,,,0.39,0.0
12:29:20,37.5,35.7,1008.72,38.02,36.08,1008.99,0.38,0.0
12:34:20,36.9,35.6,1008.56,,,,0.38,0.0
12:39:21,37.2,36.1,1008.52,,,,0.39,0.0
12:44:21,35.9,36.3,1008.45,,,,0.39,0.0
12:49:21,36.9,35.9,1008.46,37.51,35.89,1008.78,0.41,0.11
12:54:21,36.4,35.9,1008.37,,,,0.37,0.0
12:59:22,37.1,35.9,1008.37,,,,0.38,0.0
13:04:22,36.1,36.1,1008.32,36.94,35.88,1008.54,0.38,0.0
13:09:22,36.5,35.8,1008.26,,,,0.39,0.0
13:14:22,37.1,35.9,1008.6,,,,0.44,0.79
13:19:23,36.5,35.5,1008.5,36.66,35.9,1008.44,0.37,0.0
13:24:23,36.9,35.0,1008.53,,,,0.4,0.0
13:29:23,37.2,34.9,1008.44,,,,0.39,0.0
13:34:23,37.5,35.1,1008.36,,,,0.37,0.0
13:39:24,38.7,35.2,1008.42,37.0,35.53,1008.42,0.42,0.3
13:44:24,40.4,34.7,1008.33,,,,0.38,0.0
13:49:24,40.6,34.5,1008.29,,,,0.37,0.0
13:54:25,40.4,34.7,1008.19,38.18,35.13,1008.39,0.37,0.0
13:59:25,41.8,34.2,1008.1,,,,0.38,0.0
14:04:25,41.2,34.7,1008.09,,,,0.39,0.0
14:09:25,39.5,34.4,1008.06,39.42,34.74,1008.28,0.39,0.0
14:14:26,39.2,34.2,1008.12,,,,0.38,0.0
14:19:26,38.6,34.1,1008.03,,,,0.39,0.0
14:24:26,39.2,34.2,1007.94,,,,0.38,0.0
14:29:26,39.0,34.0,1007.86,39.99,34.37,1008.16,0.38,0.0
14:34:27,38.0,34.5,1007.83,,,,0.37,0.0
14:39:27,39.0,34.4,1007.8,,,,0.38,0.0
14:44:27,41.9,34.1,1007.89,39.74,34.28,1007.97,0.41,0.2
14:49:27,42.1,33.6,1007.87,,,,0.45,0.98
14:54:28,42.7,33.3,1007.81,,,,0.39,0.0
14:59:28,42.8,33.1,1007.84,40.25,33.95,1007.9,0.39,0.0
15:04:28,42.6,32.9,1007.81,,,,0.38,0.0
15:09:29,41.2,33.1,1007.86,,,,0.43,0.69
15:14:29,40.2,33.1,1007.96,,,,0.37,0.0
15:19:29,42.0,33.1,1007.9,41.25,33.52,1007.85,0.4,0.0
15:24:29,42.0,33.3,1007.83,,,,0.38,0.0
15:29:30,40.6,33.5,1007.7,,,,0.38,0.0
15:34:30,39.0,33.2,1007.66,41.52,33.22,1007.82,0.39,0.0
15:39:30,40.1,33.2,1007.51,,,,0.38,0.0
15:44:30,39.4,33.1,1007.37,,,,0.37,0.0
15:49:31,39.4,33.1,1007.32,40.65,33.16,1007.69,0.38,0.0
15:54:31,40.4,33.4,1007.32,,,,0.38,0.0
15:59:31,39.4,33.4,1007.37,,,,0.38,0.0
16:04:31,39.6,33.4,1007.28,,,,0.38,0.0
16:09:32,39.5,33.4,1007.22,39.94,33.3,1007.53,0.38,0.0
16:14:32,38.8,33.4,1007.14,,,,0.38,0.0
16:19:32,40.3,33.3,1007.09,,,,0.36,0.0
16:24:33,41.7,33.2,1007.07,39.86,33.29,1007.27,0.37,0.0
16:29:33,40.0,33.0,1007.02,,,,0.37,0.0
16:34:33,42.4,33.1,1006.96,,,,0.36,0.0
16:39:33,39.0,33.3,1006.9,40.11,33.29,1007.14,0.38,0.0
16:44:34,38.7,33.2,1006.9,,,,0.37,0.0
16:49:34,39.9,33.1,1006.87,,,,0.37,0.0
16:54:34,41.2,33.2,1006.83,,,,0.39,0.0
16:59:34,40.4,33.2,1006.87,40.24,33.2,1007.0,0.38,0.0
17:04:35,40.5,33.1,1006.79,,,,0.4,0.0
17:09:35,38.0,33.4,1006.78,,,,0.37,0.0
17:14:35,38.3,33.4,1006.77,39.84,33.2,1006.87,0.38,0.0
17:19:35,39.3,33.2,1006.76,,,,0.37,0.0
17:24:36,38.8,33.4,1006.69,,,,0.38,0.0
17:29:36,39.4,33.3,1006.61,39.45,33.25,1006.79,0.38,0.0
17:34:36,40.0,33.3,1006.6,,,,0.37,0.0
17:39:36,40.9,33.2,1006.6,,,,0.38,0.0
17:44:37,39.6,33.1,1006.55,,,,0.37,0.0
17:49:37,39.8,33.1,1006.56,39.46,33.25,1006.7,0.38,0.0
17:54:37,39.6,33.1,1006.56,,,,0.38,0.0
17:59:38,40.5,33.2,1006.53,,,,0.38,0.0
18:04:38,39.2,33.1,1006.53,39.71,33.2,1006.6,0.38,0.0
18:09:38,39.4,33.0,1006.5,,,,0.37,0.0
18:14:38,39.6,32.9,1006.42,,,,0.38,0.0
18:19:39,40.4,32.7,1006.45,39.9,33.07,1006.53,0.38,0.0
18:24:39,41.0,32.6,1006.42,,,,0.38,0.0
18:29:39,46.6,31.9,1006.41,,,,0.39,0.0
18:34:39,46.7,31.7,1006.37,,,,0.36,0.0
18:39:40,48.8,31.7,1006.43,42.18,32.59,1006.48,0.38,0.0
18:44:40,50.0,31.7,1006.45,,,,0.38,0.0
18:49:40,50.2,31.6,1006.5,,,,0.39,0.0
18:54:40,50.4,31.4,1006.52,45.31,32.12,1006.45,0.37,0.0
18:59:41,48.2,31.2,1006.52,,,,0.36,0.0
19:04:41,50.1,30.9,1006.48,,,,0.39,0.0
19:09:41,50.7,30.7,1006.49,48.27,31.54,1006.46,0.38,0.0
19:14:41,50.8,30.5,1006.57,,,,0.39,0.0
19:19:42,49.6,30.3,1006.65,,,,0.38,0.0
19:24:42,50.1,30.2,1006.66,,,,0.39,0.0
19:29:42,51.7,29.8,1006.69,50.18,30.83,1006.53,0.38,0.0
19:34:42,50.8,29.7,1006.86,,,,0.38,0.0
19:39:43,52.0,29.7,1006.8,,,,0.38,0.0
19:44:43,52.7,29.5,1006.91,50.67,30.25,1006.66,0.38,0.0
19:49:43,52.7,29.3,1006.87,,,,0.38,0.0
19:54:43,52.8,29.2,1006.97,,,,0.38,0.0
19:59:44,53.0,29.1,1006.96,51.62,29.73,1006.79,0.4,0.0
20:04:44,53.9,28.9,1007.04,,,,0.39,0.0
20:09:44,54.9,28.8,1007.07,,,,0.39,0.0
20:14:44,54.2,28.7,1007.08,,,,0.38,0.0
20:19:45,54.9,28.6,1007.08,53.19,29.15,1006.92,0.39,0.0
20:24:45,54.5,28.6,1007.15,,,,0.37,0.0
20:29:45,54.3,28.6,1007.23,,,,0.37,0.0
20:34:45,54.8,28.4,1007.23,54.0,28.82,1007.07,0.38,0.0
20:39:46,55.0,28.2,1007.27,,,,0.38,0.0
20:44:46,55.4,28.2,1007.33,,,,0.4,0.01
20:49:46,55.7,28.1,1007.34,54.76,28.51,1007.18,0.41,0.2
20:54:46,56.0,27.8,1007.3,,,,0.36,0.0
20:59:47,57.0,27.7,1007.33,,,,0.41,0.2
21:04:47,56.5,27.7,1007.32,,,,0.37,0.0
21:09:47,56.2,27.5,1007.42,55.54,28.08,1007.26,0.38,0.0
21:14:47,57.1,27.2,1007.41,,,,0.39,0.0
21:19:48,57.3,27.2,1007.42,,,,0.37,0.0
21:24:48,57.5,27.0,1007.35,56.37,27.66,1007.35,0.38,0.0
21:29:48,56.8,27.2,1007.44,,,,0.37,0.0
21:34:48,56.8,27.3,1007.36,,,,0.35,0.0
21:39:49,56.4,27.3,1007.43,56.76,27.39,1007.38,0.37,0.0
21:44:49,57.4,27.1,1007.4,,,,0.38,0.0
21:49:49,58.5,26.8,1007.4,,,,0.38,0.0
21:54:49,59.1,26.6,1007.5,,,,0.38,0.0
21:59:50,59.2,26.6,1007.5,57.61,27.03,1007.41,0.38,0.0
22:04:50,59.2,26.6,1007.5,,,,0.37,0.0
22:09:50,58.8,26.8,1007.44,,,,0.37,0.0
22:14:50,57.4,27.2,1007.48,57.96,26.95,1007.44,0.38,0.0
22:19:51,56.5,27.6,1007.47,,,,0.38,0.0
22:24:51,57.7,27.2,1007.48,,,,0.38,0.0
22:29:51,58.2,27.1,1007.42,58.2,26.96,1007.46,0.37,0.0
22:34:51,57.4,27.2,1007.42,,,,0.38,0.0
22:39:52,57.4,27.2,1007.4,,,,0.37,0.0
22:44:52,57.6,27.1,1007.43,,,,0.36,0.0
22:49:52,56.9,27.7,1007.38,57.71,27.17,1007.45,0.38,0.0
22:54:52,56.8,27.7,1007.4,,,,0.38,0.0
22:59:53,56.9,27.5,1007.4,,,,0.38,0.0
23:04:53,57.7,27.4,1007.38,57.31,27.37,1007.42,0.38,0.0
23:09:53,57.5,27.5,1007.37,,,,0.38,0.0
23:14:53,57.8,27.2,1007.39,,,,0.38,0.0
23:19:54,60.9,27.0,1007.35,57.69,27.35,1007.39,0.41,0.11
23:24:54,59.7,27.0,1007.32,,,,0.38,0.0
23:29:54,60.5,26.8,1007.29,,,,0.37,0.0
23:34:54,61.6,26.7,1007.32,,,,0.37,0.0
23:39:55,61.1,26.8,1007.28,59.05,27.16,1007.36,0.38,0.0
23:44:55,60.8,26.7,1007.37,,,,0.38,0.0
23:49:55,61.3,26.4,1007.27,,,,0.36,0.0
23:54:55,61.5,26.4,1007.36,60.27,26.85,1007.33,0.38,0.0
23:59:56,60.9,26.4,1007.37,,,,0.38,0.0
