Vrijeme,Vlažnost (%),Temperatura (°C),Tlak (hPa),Prosječna Vlažnost (%),Prosječna Temperatura (°C),Prosječni Tlak (hPa),Napon (V),Brzina vjetra (m/s)
09:34:19,38.5,36.9,1007.13,,,,0.38,0.0
09:39:19,41.8,34.9,1007.17,,,,0.38,0.0
09:44:19,44.7,32.9,1007.3,,,,0.38,0.0
09:49:20,46.9,31.5,1007.41,,,,0.38,0.0
09:54:20,50.5,30.0,1007.51,,,,0.28,0.0
09:59:20,49.8,29.6,1007.55,,,,0.38,0.0
10:04:20,51.5,29.4,1007.65,,,,0.37,0.0
10:09:21,51.6,29.4,1007.62,,,,0.38,0.0
10:14:21,51.1,29.7,1007.81,,,,0.38,0.0
10:19:21,52.1,29.7,1007.75,47.85,31.4,1007.49,0.37,0.0
10:24:21,53.0,29.4,1007.81,,,,0.37,0.0
10:29:22,53.3,29.3,1007.82,,,,0.37,0.0
10:34:22,53.7,28.8,1007.83,51.35,29.68,1007.68,0.37,0.0
10:39:22,54.5,28.3,1007.82,,,,0.38,0.0
10:44:22,55.3,28.3,1007.95,,,,0.35,0.0
10:49:23,55.0,28.3,1007.98,,,,0.37,0.0
10:54:23,54.6,28.2,1008.0,53.42,28.94,1007.8,0.38,0.0
10:59:23,55.1,28.0,1007.99,,,,0.36,0.0
11:04:23,54.6,28.1,1008.05,,,,0.37,0.0
11:09:24,56.0,28.3,1008.07,54.51,28.5,1007.93,0.38,0.0
11:14:24,55.8,28.1,1008.2,,,,0.38,0.0
11:19:24,55.3,27.8,1008.22,,,,0.38,0.0
11:24:24,55.0,27.9,1008.24,55.12,28.13,1008.05,0.38,0.0
11:29:25,54.2,28.0,1008.25,,,,0.39,0.0
11:34:25,55.2,27.9,1008.27,,,,0.38,0.0
11:39:25,56.2,27.4,1008.3,,,,0.37,0.0
11:44:25,56.8,27.3,1008.39,55.42,27.88,1008.16,0.36,0.0
11:49:26,56.8,27.2,1008.42,,,,0.34,0.0
11:54:26,57.6,27.2,1008.37,,,,0.33,0.0
11:59:26,57.1,27.2,1008.36,56.0,27.6,1008.3,0.38,0.0
12:04:26,57.5,27.1,1008.41,,,,0.39,0.0
12:09:27,57.6,27.1,1008.41,,,,0.4,0.0
12:14:27,58.8,27.2,1008.44,56.78,27.36,1008.36,0.37,0.0
12:19:27,57.5,26.9,1008.47,,,,0.38,0.0
12:24:27,57.7,27.1,1008.45,,,,0.38,0.0
12:29:28,58.1,27.3,1008.45,,,,0.37,0.0
12:34:28,57.9,27.4,1008.56,57.66,27.17,1008.42,0.39,0.0
12:39:28,57.0,27.3,1008.54,,,,0.38,0.0
12:44:28,57.5,27.2,1008.53,,,,0.39,0.0
12:49:29,58.4,27.1,1008.48,57.8,27.17,1008.47,0.38,0.0
12:54:29,58.5,27.0,1008.5,,,,0.37,0.0
12:59:29,58.1,26.9,1008.52,,,,0.4,0.0
13:04:29,59.1,26.9,1008.5,57.98,27.11,1008.5,0.38,0.0
13:09:29,57.3,27.0,1008.47,,,,0.38,0.0
13:14:30,58.4,27.1,1008.44,,,,0.38,0.0
13:19:30,58.3,27.1,1008.42,,,,0.37,0.0
13:24:30,58.6,27.0,1008.43,58.12,27.06,1008.5,0.38,0.0
13:29:30,58.4,26.9,1008.5,,,,0.38,0.0
13:34:31,59.3,27.0,1008.42,,,,0.38,0.0
13:39:31,59.6,26.9,1008.42,58.56,26.98,1008.46,0.38,0.0
13:44:31,59.7,26.8,1008.47,,,,0.36,0.0
13:49:31,60.1,26.8,1008.38,,,,0.36,0.0
13:54:32,60.8,26.9,1008.4,59.05,26.95,1008.44,0.37,0.0
13:59:32,61.0,27.0,1008.48,,,,0.37,0.0
14:04:32,61.4,27.0,1008.45,,,,0.38,0.0
14:09:32,62.4,27.0,1008.38,,,,0.37,0.0
14:14:33,61.4,27.1,1008.38,60.41,26.94,1008.43,0.37,0.0
14:19:33,62.1,27.0,1008.38,,,,0.34,0.0
14:24:33,62.7,27.0,1008.38,,,,0.37,0.0
14:29:33,63.6,27.1,1008.49,61.52,26.97,1008.42,0.38,0.0
14:34:34,63.8,27.3,1008.42,,,,0.37,0.0
14:39:34,64.1,27.2,1008.41,,,,0.38,0.0
14:44:34,64.4,26.9,1008.41,62.69,27.06,1008.42,0.38,0.0
14:49:34,65.3,26.9,1008.46,,,,0.34,0.0
14:54:35,65.4,26.9,1008.53,,,,0.35,0.0
14:59:35,65.9,26.8,1008.51,,,,0.38,0.0
15:04:35,65.4,26.9,1008.57,64.27,27.0,1008.44,0.38,0.0
15:09:35,65.1,26.9,1008.65,,,,0.37,0.0
15:14:36,65.1,27.0,1008.54,,,,0.37,0.0
15:19:36,64.5,27.0,1008.54,64.9,26.98,1008.5,0.28,0.0
15:24:36,65.7,27.0,1008.51,,,,0.37,0.0
15:29:36,64.4,27.1,1008.6,,,,0.36,0.0
15:34:37,66.4,26.7,1008.56,65.32,26.92,1008.55,0.39,0.0
15:39:37,66.5,26.8,1008.65,,,,0.37,0.0
15:44:37,67.2,26.8,1008.64,,,,0.39,0.0
15:49:37,67.9,26.8,1008.55,,,,0.36,0.0
15:54:38,66.4,27.1,1008.41,65.92,26.92,1008.58,0.38,0.0
15:59:38,65.4,27.2,1008.47,,,,0.37,0.0
16:04:38,65.2,27.1,1008.44,,,,0.34,0.0
16:09:38,65.3,27.1,1008.46,66.04,26.97,1008.53,0.4,0.01
16:14:39,64.0,27.1,1008.49,,,,0.38,0.0
16:19:39,63.8,27.0,1008.46,,,,0.39,0.0
16:24:39,63.4,27.1,1008.52,65.51,27.01,1008.51,0.4,0.0
16:29:39,64.0,27.0,1008.53,,,,0.38,0.0
16:34:40,63.8,27.0,1008.52,,,,0.38,0.0
16:39:40,64.5,26.9,1008.52,,,,0.38,0.0
16:44:40,64.1,26.9,1008.48,64.35,27.04,1008.48,0.37,0.0
16:49:40,64.5,27.0,1008.46,,,,0.38,0.0
16:54:41,63.8,27.0,1008.43,,,,0.39,0.0
16:59:41,63.7,27.1,1008.42,63.96,27.01,1008.48,0.38,0.0
17:04:41,63.9,27.1,1008.43,,,,0.36,0.0
17:09:41,63.8,27.1,1008.47,,,,0.4,0.01
17:14:42,63.6,27.1,1008.4,63.97,27.02,1008.47,0.37,0.0
17:19:42,63.4,27.2,1008.36,,,,0.38,0.0
17:24:42,65.1,27.1,1008.35,,,,0.37,0.0
17:29:42,64.1,27.1,1008.42,,,,0.39,0.0
17:34:43,62.9,27.1,1008.44,63.88,27.09,1008.42,0.4,0.01
17:39:43,62.5,27.0,1008.49,,,,0.38,0.0
17:44:43,62.1,27.0,1008.55,,,,0.37,0.0
17:49:43,62.3,27.1,1008.66,63.37,27.09,1008.46,0.36,0.0
17:54:44,62.9,27.3,1008.75,,,,0.38,0.0
17:59:44,62.6,27.2,1008.83,,,,0.37,0.0
18:04:44,61.9,27.2,1008.91,62.98,27.13,1008.58,0.37,0.0
18:09:44,63.2,27.3,1008.93,,,,0.38,0.0
18:14:45,64.2,27.0,1008.98,,,,0.39,0.0
18:19:45,64.7,26.9,1008.88,,,,0.36,0.0
18:24:45,64.9,26.8,1008.92,63.13,27.08,1008.74,0.37,0.0
18:29:45,65.8,27.0,1008.92,,,,0.38,0.0
18:34:46,65.3,27.2,1008.91,,,,0.37,0.0
18:39:46,65.3,27.2,1008.97,64.08,27.11,1008.9,0.38,0.0
18:44:46,65.2,27.1,1009.03,,,,0.37,0.0
18:49:46,65.6,27.1,1009.01,,,,0.37,0.0
18:54:47,64.7,27.0,1009.06,64.89,27.06,1008.96,0.36,0.0
18:59:47,65.2,26.9,1009.12,,,,0.38,0.0
19:04:47,65.8,26.7,1009.1,,,,0.39,0.0
19:09:47,66.0,26.7,1009.22,,,,0.36,0.0
19:14:48,66.8,26.7,1009.21,65.57,26.96,1009.03,0.38,0.0
19:19:48,67.1,26.6,1009.22,,,,0.35,0.0
19:24:48,67.9,26.5,1009.3,,,,0.37,0.0
19:29:48,67.6,26.4,1009.33,66.19,26.77,1009.16,0.34,0.0
19:34:49,68.3,26.2,1009.32,,,,0.37,0.0
19:39:49,69.4,26.1,1009.31,,,,0.35,0.0
19:44:49,69.9,26.0,1009.41,67.4,26.48,1009.25,0.36,0.0
19:49:49,70.6,25.9,1009.45,,,,0.39,0.0
19:54:49,71.5,25.9,1009.47,,,,0.38,0.0
19:59:50,71.4,25.8,1009.52,,,,0.37,0.0
20:04:50,71.5,25.8,1009.6,69.52,26.12,1009.35,0.39,0.0
20:09:50,71.5,25.7,1009.64,,,,0.37,0.0
20:14:50,72.7,25.8,1009.66,,,,0.4,0.0
20:19:51,71.6,25.9,1009.8,70.84,25.91,1009.52,0.37,0.0
20:24:51,71.3,25.9,1009.75,,,,0.4,0.01
20:29:51,70.9,26.2,1009.72,,,,0.35,0.0
20:34:51,71.0,26.1,1009.95,71.4,25.9,1009.66,0.38,0.0
20:39:52,72.0,25.4,1009.94,,,,0.38,0.0
20:44:52,73.8,25.3,1010.01,,,,0.38,0.0
