Vrijeme,Vlažnost (%),Temperatura (°C),Tlak (hPa),Prosječna Vlažnost (%),Prosječna Temperatura (°C),Prosječni Tlak (hPa),Napon (V),Brzina vjetra (m/s)
18:26:02,65.9,27.2,1004.67,,,,0.38,0.0
18:31:02,62.8,28.1,1004.55,67.36,28.37,1004.78,0.41,0.11
18:36:03,60.5,27.8,1004.3,,,,0.44,0.89
18:41:03,60.4,27.3,1004.48,,,,0.33,0.0
18:46:03,65.1,26.3,1004.54,64.25,27.81,1004.59,0.37,0.0
18:51:03,67.5,26.9,1004.53,,,,0.38,0.0
18:56:04,61.6,27.3,1004.61,,,,0.38,0.0
19:01:04,64.6,26.5,1004.61,64.08,27.28,1004.55,0.36,0.0
19:06:04,67.7,25.8,1004.41,,,,0.38,0.0
19:11:04,67.1,25.5,1004.47,,,,0.39,0.0
19:16:05,70.0,25.1,1004.49,,,,0.38,0.0
19:21:05,70.1,24.8,1004.47,65.46,26.33,1004.5,0.38,0.0
19:26:05,71.1,24.5,1004.5,,,,0.37,0.0
19:31:05,71.1,24.3,1004.56,,,,0.37,0.0
19:36:05,73.1,24.1,1004.69,68.39,25.48,1004.53,0.38,0.0
19:41:06,73.2,23.9,1004.79,,,,0.38,0.0
19:46:06,73.8,23.9,1004.75,,,,0.41,0.11
19:51:06,69.0,24.0,1004.68,70.62,24.59,1004.58,0.41,0.11
19:56:06,69.2,24.1,1004.81,,,,0.37,0.0
20:01:07,71.5,24.0,1004.89,,,,0.39,0.0
20:06:07,71.1,24.0,1004.92,,,,0.38,0.0
20:11:07,71.4,23.9,1004.98,71.45,24.07,1004.71,0.37,0.0
20:16:07,72.1,23.8,1005.06,,,,0.37,0.0
20:21:08,71.5,23.9,1005.13,,,,0.36,0.0
20:26:08,70.5,24.0,1005.43,71.33,23.95,1004.94,0.36,0.0
20:31:08,72.7,25.1,1005.85,,,,0.37,0.0
20:36:08,70.7,24.7,1005.79,,,,0.51,2.25
20:41:09,70.3,24.0,1006.25,71.1,24.15,1005.31,0.41,0.11
20:46:09,69.8,23.7,1006.28,,,,0.42,0.4
20:51:09,70.1,23.4,1006.64,,,,0.43,0.59
20:56:09,72.9,23.1,1006.93,,,,0.43,0.69
21:01:10,77.1,22.6,1006.96,71.77,23.83,1005.83,0.44,0.79
21:06:10,77.4,22.5,1007.19,,,,0.43,0.69
21:11:10,78.6,22.4,1007.55,,,,0.44,0.89
21:16:10,79.1,22.2,1007.71,73.87,23.37,1006.72,0.44,0.89
21:21:10,80.0,22.0,1007.91,,,,0.45,0.98
21:26:11,80.9,21.8,1008.25,,,,0.45,1.08
21:31:11,80.6,21.8,1008.33,76.65,22.55,1007.38,0.46,1.28
